,Provider Name,Procedures,Provider State,Region,Count Of Services,Charges,Payment,Cluster_22
282,BRIDGEPORT HOSPITAL,99,1,1,14099,3610660.3699999996,1172022.93,16
283,BRIGHAM AND WOMEN'S HOSPITAL,127,1,1,128622,5306423.5200000005,1482166.13,9
284,BRIGHAM CITY COMMUNITY HOSPITAL,9,1,1,631,58988.19,17815.55,20
285,BRIGHTON HOSPITAL,2,1,1,60,5375.44,3812.01,20
286,BRISTOL HOSPITAL,69,1,1,5009,1352499.1099999996,487667.9400000001,14
287,BRISTOW MEDICAL CENTER,11,1,1,905,68483.5,23379.250000000004,20
288,BROADLAWNS MEDICAL CENTER,26,1,1,7782,66670.25,47666.34000000002,7
289,BROMENN HEALTHCARE,85,1,1,7397,1801784.1700000006,583885.8000000002,1
290,BRONSON BATTLE CREEK HOSPITAL,97,1,1,14055,1574279.9299999995,660435.4600000001,1
291,BRONSON METHODIST HOSPITAL,116,1,1,12825,2686996.43,1085622.3099999998,16
292,BRONX-LEBANON HOSPITAL CENTER,72,1,1,19100,891958.6099999999,1041821.3900000001,1
293,BROOKDALE HOSPITAL MEDICAL CENTER,72,1,1,13802,1495774.2199999997,896408.52,1
294,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,99,1,1,11008,4878360.579999999,865263.0600000003,16
295,BROOKINGS HOSPITAL,18,1,1,837,143379.33,54552.28,20
296,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,81,1,1,11091,1699331.21,1024224.2199999997,1
297,BROOKS MEMORIAL HOSPITAL,22,1,1,1026,138096.39999999997,69403.94,20
298,BROOKSVILLE REGIONAL HOSPITAL,93,1,1,6972,5156837.669999999,634233.77,18
299,BROOKWOOD MEDICAL CENTER,113,1,1,11151,8420779.760000002,756027.3399999996,10
300,BROTMAN MEDICAL CENTER,64,1,1,2835,4070798.0699999994,608017.6599999999,1
301,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER,79,1,1,5303,3031795.52,881609.2299999996,18
302,BROWARD HEALTH IMPERIAL POINT MEDICAL CENTER,50,1,1,5049,1067007.29,263528.5999999999,0
303,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER,77,1,1,5859,2153065.4200000004,532526.3500000002,1
304,BROWN COUNTY GENERAL HOSPITAL,25,1,1,4270,174228.07000000004,81529.9,7
305,BROWNFIELD REGIONAL MEDICAL CENTER,13,1,1,396,64953.22,54284.030000000006,20
306,BROWNSVILLE SURGICAL HOSPITAL,13,1,1,1891,280416.18,66333.15999999999,20
307,BROWNWOOD REGIONAL MEDICAL CENTER,67,1,1,7290,1784755.9999999993,332785.31000000006,14
308,BRUNSWICK COMMUNITY HOSPITAL,46,1,1,3578,783890.9699999999,258574.88999999993,0
309,BRYAN W WHITFIELD MEM HOSP INC,32,1,1,1301,204039.46,111339.64999999998,7
310,BRYANLGH MEDICAL CENTER,118,1,1,17432,2960867.1700000004,885580.2500000001,18
311,BUCHANAN GENERAL HOSPITAL,24,1,1,1081,248225.62,116284.69,7
312,BUCKS COUNTY SPECIALTY HOSPITAL,3,1,1,223,55130.98,11233.92,20
313,BUFFALO HOSPITAL,33,1,1,1783,350619.4999999999,128816.24,7
314,BULLOCK COUNTY HOSPITAL,5,1,1,103,36488.38,12849.75,20
315,BURKE MEDICAL CENTER,14,1,1,751,59403.15999999999,40992.90000000001,20
316,BUTLER COUNTY MEDICAL CENTER,10,1,1,872,49943.81,15276.839999999998,20
317,BUTLER MEMORIAL HOSPITAL,87,1,1,11253,1677284.7499999998,481607.4500000002,1
318,BYRD REGIONAL HOSPITAL,42,1,1,1712,1178421.17,200355.3,0
319,CABELL-HUNTINGTON HOSPITAL INC,83,1,1,19063,1593603.0900000005,663652.7500000001,1
320,CACHE VALLEY SPECIALITY HOSPITAL,14,1,1,1220,53387.78,18053.209999999995,20
321,CALDWELL MEMORIAL HOSPITAL,65,2,2,33222,981602.4,389877.82,11
322,CALIFORNIA HOSPITAL MEDICAL CENTER LA,39,1,1,2184,1284271.84,441702.65,0
323,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,30,1,1,2322,1234953.1,263437.48,0
324,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,18,1,1,973,817724.4099999998,160769.02,7
325,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,96,1,1,10383,6565131.2,1386535.2199999997,10
326,CALLAWAY COMMUNITY HOSPITAL,14,1,1,594,78947.39000000001,39473.84,20
327,CALVERT MEMORIAL HOSPITAL,62,1,1,2290,605009.4599999998,570528.07,14
328,CAMBRIDGE HEALTH ALLIANCE,88,1,1,63842,1041670.8200000001,709518.51,12
329,CAMBRIDGE MEDICAL CENTER,41,1,1,3577,579879.7000000001,163003.81999999998,7
330,CAMC TEAYS VALLEY HOSPITAL,48,1,1,2387,484314.00999999995,186780.44000000006,0
331,CAMDEN CLARK MEDICAL CENTER,115,1,1,13907,2250731.03,775381.6599999996,18
332,CAMERON REGIONAL MEDICAL CENTER,39,1,1,3656,389894.27999999997,151468.73,7
333,CAMPBELL COUNTY MEMORIAL HOSPITAL,27,1,1,1352,302803.32,166241.08000000002,7
334,CANCER TREATMENT CENTERS OF AMERICA,7,1,1,148,197921.47999999998,51707.02999999999,20
335,CANDLER HOSPITAL,79,1,1,23343,2019350.5099999998,523258.6200000001,1
336,CANNON MEMORIAL HOSPITAL,14,1,1,429,145675.05000000002,49274.109999999986,20
337,CANONSBURG GENERAL HOSPITAL,44,1,1,1544,630614.21,244548.50999999998,0
338,CANTON-POTSDAM HOSPITAL,44,1,1,3818,357560.74,219524.78999999998,7
339,CAPE CANAVERAL HOSPITAL,69,1,1,6032,1579500.1500000006,372469.88999999984,14
340,CAPE COD HOSPITAL,117,1,1,27235,1796300.2400000002,1128682.0999999996,4
341,CAPE CORAL HOSPITAL,109,1,1,10561,3006581.83,696733.6999999996,18
342,CAPE FEAR VALLEY MEDICAL CENTER,117,1,1,34733,3875725.2900000014,1045400.21,4
343,CAPE REGIONAL MEDICAL CENTER INC,93,1,1,6943,2176096.9199999985,648611.2799999998,1
344,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,67,1,1,7746,4846911.379999999,545198.0199999998,1
345,CAPITAL HEALTH SYSTEM-FULD CAMPUS,79,1,1,4801,6160291.440000001,690477.19,16
346,CAPITAL MEDICAL CENTER,43,1,1,3684,1067465.2999999998,262787.45999999996,0
347,CAPITAL REGION MEDICAL CENTER,90,1,1,6429,1610639.0499999993,631727.3499999994,1
348,CAPITAL REGIONAL MEDICAL CENTER,88,1,1,6229,2976286.169999999,571657.2000000001,1
349,CARE REGIONAL MEDICAL CENTER,22,1,1,586,262045.27999999997,119523.29000000001,7
350,CARILION FRANKLIN MEMORIAL HOSPITAL,28,1,1,1199,278978.4799999999,127618.83999999998,7
351,CARILION NEW RIVER VALLEY MEDICAL CENTER,73,1,1,7342,1261154.7600000007,422967.99000000005,14
352,CARILION ROANOKE MEMORIAL CENTER,120,1,1,31971,2809032.1400000025,1052302.07,4
353,CARILION TAZEWELL COMMUNITY HOSPITAL,14,1,1,381,107228.07,61104.979999999996,20
354,CARLE FOUNDATION HOSPITAL,103,1,1,7528,3409707.5300000003,885346.8000000002,18
355,CARLISLE REGIONAL MEDICAL CENTER,71,1,1,7891,1645156.369999999,375731.2200000001,14
356,CARLSBAD MEDICAL CENTER,46,1,1,2295,1145191.88,223835.52000000002,0
357,CARNEY HOSPITAL,73,1,1,18685,703339.6600000003,607661.6999999997,14
358,CAROLINA EAST MEDICAL CENTER,119,1,1,10342,2272389.590000001,1030519.8200000001,18
359,CAROLINA PINES REGIONAL MEDICAL CENTER,65,1,1,3770,1317566.7300000002,333086.85000000003,14
360,CAROLINAS HOSPITAL SYSTEM,110,1,1,9613,5588116.029999999,816448.84,16
361,CAROLINAS MED CENTER-MERCY,113,1,1,19478,2881620.2399999998,848192.0699999998,4
362,CAROLINAS MED CTR-UNIVERSITY,57,1,1,7802,828530.9700000001,282458.94999999995,0
363,CAROLINAS MEDICAL CENTER-LINCOLN,55,1,1,5501,1047561.1099999996,290537.6000000001,0
364,CAROLINAS MEDICAL CENTER-NORTHEAST,115,1,1,43925,2368642.7600000016,936099.28,4
365,CAROLINAS MEDICAL CENTER-UNION,91,1,1,12140,1279229.5199999993,664837.2699999997,1
366,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,125,1,1,73273,3591996.609999998,1272707.4999999995,15
367,CARONDELET HEART AND VASCULAR INSTITUTE,28,1,1,939,830783.82,183821.84000000003,7
368,CARONDELET ST  MARYS HOSPITAL,88,1,1,5320,2548870.5399999996,662114.4799999996,1
369,CARONDELET ST JOSEPHS HOSPITAL,101,1,1,4865,3573467.26,809168.1500000003,18
370,CARROLL HOSPITAL CENTER,91,1,1,4837,1253172.9899999998,1181912.9799999997,18
371,CARSON CITY HOSPITAL,29,1,1,2395,200661.53999999998,131588.85999999996,7
372,CARSON TAHOE REGIONAL MEDICAL CENTER,97,1,1,13732,3221267.7599999993,893605.5399999998,18
373,CARTERET GENERAL HOSPITAL,76,1,1,9170,936411.68,480269.12000000005,14
374,CARTERSVILLE MEDICAL CENTER,65,1,1,3430,2900483.08,485912.7899999999,14
375,"CARTHAGE AREA HOSPITAL, INC",14,1,1,316,198458.13999999998,83597.58,20
376,CARY MEDICAL CENTER,44,1,1,7091,390112.10999999975,194235.33,7
377,CASA GRANDE REGIONAL MEDICAL CENTER,71,1,1,8688,1588274.29,464648.19999999995,14
378,CASCADE VALLEY HOSPITAL,22,1,1,1939,111448.82,53673.81,20
379,CASTLE MEDICAL CENTER,49,1,1,2456,1216772.2199999997,420175.45999999996,0
380,CASTLEVIEW HOSPITAL,23,1,1,1175,229110.34,96040.15999999999,7
381,CATAWBA HOSPITAL,1,1,1,120,11289.82,4990.1,20
382,CATAWBA VALLEY MEDICAL CENTER,76,1,1,5237,1736465.0600000005,569054.0599999998,14
383,CATHOLIC MEDICAL CENTER,103,1,1,54918,2700246.289999999,747974.9600000003,15
384,CATSKILL REGIONAL MEDICAL CENTER,52,1,1,2853,931678.1799999999,357601.61,0
385,CAYUGA MEDICAL CENTER AT ITHACA,66,1,1,11657,635984.2800000003,360350.74999999994,0
386,CEDAR PARK REGIONAL MEDICAL CENTER,33,1,1,1269,617599.62,122705.51000000001,7
387,CEDARS-SINAI MEDICAL CENTER,127,1,1,81457,12378130.55,1693701.7600000002,3
388,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,104,1,1,10908,2789302.38,798736.08,18
389,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,80,1,1,11401,1529187.0100000002,443359.13000000006,14
390,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,61,1,1,2205,3241073.5300000003,417030.37999999995,14
391,CENTENNIAL MEDICAL CENTER,103,2,2,8240,6054865.390000002,1095834.9299999997,5
392,"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC",86,1,1,3083,4833446.160000001,794892.9000000001,18
393,CENTINELA HOSPITAL MEDICAL CENTER,86,1,1,7074,5909437.100000001,972963.4799999996,16
394,"CENTRA  HEALTH, INC",124,1,1,34206,2115889.200000001,907009.2800000001,4
395,CENTRAL BAPTIST HOSPITAL,106,1,1,9245,2799013.7199999997,818418.1600000003,18
396,CENTRAL CAROLINA HOSPITAL,72,1,1,3205,2025653.830000001,442693.57999999996,14
397,CENTRAL DUPAGE HOSPITAL,106,1,1,20065,4624753.4,835407.5699999996,16
398,CENTRAL FLORIDA REGIONAL HOSPITAL,84,1,1,3833,3027072.9099999997,581232.2099999998,1
399,CENTRAL KANSAS MEDICAL CENTER,13,1,1,361,89264.61,30364.68,20
400,CENTRAL LOUISIANA SURGICAL HOSPITAL,4,1,1,241,214336.52,42416.9,20
401,CENTRAL MAINE MEDICAL CENTER,97,1,1,11954,1757299.2799999996,752575.4500000005,1
402,CENTRAL MICHIGAN COMMUNITY HOSPITAL,48,1,1,4001,562223.8099999999,212803.97999999998,0
403,CENTRAL MISSISSIPPI MEDICAL CENTER,73,1,1,4395,3501344.0799999996,574732.5900000001,1
404,CENTRAL PENINSULA GENERAL HOSPITAL,32,1,1,3580,499165.0100000001,211700.06,7
405,CENTRAL TEXAS HOSPITAL,11,1,1,160,73268.8,56223.899999999994,20
406,CENTRAL TEXAS MEDICAL CENTER,61,1,1,3643,1435698.51,407362.76,14
407,CENTRAL VERMONT MEDICAL CENTER,50,1,1,6014,539777.62,334829.60999999987,0
408,CENTRAL WASHINGTON HOSPITAL,93,1,1,4166,2134470.3799999985,887480.4000000001,1
409,CENTRASTATE MEDICAL CENTER,106,1,1,10767,4083400.0900000017,807641.9800000002,16
410,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,18,1,1,1079,301231.36999999994,77907.96999999999,20
411,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,79,1,1,6741,3524507.1500000004,529936.7600000002,1
412,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,109,1,1,19914,3314479.5499999993,712803.3499999999,18
413,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,78,1,1,7431,2734161.8599999994,534973.2600000002,1
414,CENTURA HEALTH-ST ANTHONY HOSPITAL,74,1,1,7251,3638304.490000002,658453.4600000002,1
415,CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL,67,1,1,11387,1799820.1400000006,409592.25,14
416,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,76,1,1,13176,2279697.210000001,473058.0499999998,1
417,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,36,1,1,2446,517159.1800000001,164263.75,7
418,CGH MEDICAL CENTER,78,1,1,20070,1801109.8900000004,429179.6799999999,14
419,CHAMBERSBURG HOSPITAL,111,1,1,16625,2229900.34,766492.53,18
420,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,100,1,1,21086,2281031.9000000004,1001796.5300000003,4
421,CHANDLER REGIONAL MEDICAL CENTER,94,1,1,6993,4500327.819999999,817550.0499999999,18
422,CHAPMAN MEDICAL CENTER,12,1,1,774,183249.49000000002,46446.57000000001,20
423,CHARITY HOSPITAL & MEDICAL CENTER OF LOUI AT NO,27,1,1,14373,266292.74,129758.54000000002,7
424,CHARLESTON AREA MEDICAL CENTER,119,1,1,32944,2710076.4099999997,969218.5499999998,4
425,CHARLOTTE HUNGERFORD HOSPITAL,82,1,1,17669,879456.0299999998,559735.1699999999,14
426,CHARLOTTE REGIONAL MEDICAL CENTER,93,1,1,5339,3445593.65,559741.1799999999,1
427,CHELSEA COMMUNITY HOSPITAL,41,1,1,4167,342802.32,175970.41000000003,7
428,"CHENANGO MEMORIAL HOSPITAL, INC",34,1,1,10540,415487.5199999999,177015.10000000003,7
429,CHEROKEE INDIAN HOSPITAL AUTHORITY,1,1,1,11,6868.91,6269.82,20
430,CHEROKEE MEDICAL CENTER,17,1,1,600,182111.41,60431.46,20
431,CHESAPEAKE REGIONAL MEDICAL CENTER,115,1,1,11310,2182315.479999998,764855.2699999999,18
432,CHESHIRE MEDICAL CENTER,63,1,1,80656,720849.2400000002,342539.0800000001,12
433,CHESTATEE REGIONAL HOSPITAL,25,1,1,891,305460.89,131114.96999999997,7
434,CHESTER COUNTY HOSPITAL,86,1,1,14848,2029026.8800000006,530306.0700000001,1
435,CHESTER REGIONAL MEDICAL CENTER,25,1,1,1245,248410.86999999994,94544.56999999998,7
436,CHESTER RIVER HOSPITAL CENTER,39,1,1,991,409104.2900000001,384756.39999999997,0
437,CHESTERFIELD GENERAL HOSPITAL,31,1,1,1446,766106.18,142628.65000000005,7
438,CHESTNUT HILL HOSPITAL,78,1,1,4034,3869131.260000001,510333.1299999999,1
439,CHEYENNE REGIONAL MEDICAL CENTER,97,1,1,6109,2503514.2100000014,976206.2600000004,18
440,CHICKASAW NATION MEDICAL CENTER,9,1,1,169,87405.61,72782.35,20
441,CHILDRESS REGIONAL MEDICAL CENTER,19,1,1,642,142292.69,77126.39,20
442,CHILTON HOSPITAL,101,1,1,9884,4200057.36,793712.1900000001,18
443,CHILTON MEDICAL CENTER,9,1,1,132,103388.56,69536.84999999999,20
444,CHINESE HOSPITAL,24,1,1,2220,438048.35,128703.10999999999,7
445,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,7,1,1,160,44685.51,43387.35,20
446,CHINO VALLEY MEDICAL CENTER,38,1,1,1309,875421.6499999999,332334.88,0
447,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,48,1,1,4287,518966.3799999999,315782.3099999999,0
448,CHOCTAW MEMORIAL HOSPITAL,27,1,1,783,207508.85999999996,115526.81000000003,7
449,CHOCTAW NATION HEALTHCARE,2,1,1,30,20420.559999999998,14526.560000000001,20
450,CHRIST HOSPITAL,122,2,2,28779,9092325.680000005,1691681.75,5
451,CHRISTIAN HOSPITAL NORTHEAST,105,1,1,13179,2826192.8799999994,774299.8499999994,18
452,"CHRISTIANA CARE HEALTH SERVICES, INC.",120,1,1,38400,2682774.879999999,1198416.8800000006,4
453,CHRISTUS HOSPITAL,116,1,1,11712,4168495.969999999,845955.2399999998,16
454,CHRISTUS JASPER MEMORIAL HOSPITAL,22,1,1,1133,318073.4399999999,106296.12999999999,7
455,CHRISTUS SANTA ROSA HOSPITAL,114,1,1,18960,3823090.1700000023,1198061.6799999997,16
456,CHRISTUS SCHUMPERT HEALTH SYSTEM,103,1,1,12326,3215708.26,833145.51,18
457,CHRISTUS SPOHN HOSPITAL ALICE,35,1,1,1139,994520.5,165759.63000000003,7
458,CHRISTUS SPOHN HOSPITAL BEEVILLE,27,1,1,1055,619602.3099999997,148710.63,7
459,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,113,1,1,12174,4929296.4700000025,926162.4000000001,16
460,CHRISTUS SPOHN HOSPITAL KLEBERG,34,1,1,1682,814379.4099999997,143466.75999999998,7
461,CHRISTUS ST CATHERINE HOSPITAL,50,1,1,2066,1246331.7600000002,326156.35000000003,0
462,CHRISTUS ST FRANCES CABRINI HOSPITAL,101,1,1,8226,3089463.48,783602.6300000001,18
463,CHRISTUS ST JOHN HOSPITAL,49,1,1,1867,1146005.3700000003,281141.49,0
464,CHRISTUS ST MICHAEL HEALTH SYSTEM,108,1,1,15058,3379150.899999999,773786.0900000001,18
465,CHRISTUS ST PATRICK HOSPITAL,90,1,1,4725,3154640.9699999997,671359.0399999999,1
466,CHRISTUS ST VINCENT PHYSICIANS MEDICAL CENTER,1,1,1,62,50489.71,12227.47,20
467,CIBOLA GENERAL HOSPITAL,3,1,1,37,37918.34,25723.76,20
468,CITIZENS BAPTIST MEDICAL CENTER,39,1,1,2149,620139.23,198509.03,7
469,CITIZENS MEDICAL CENTER,91,2,2,9703,2527260.0899999985,614187.5599999998,11
470,CITIZENS MEMORIAL HOSPITAL,49,1,1,7797,577036.26,242272.35000000003,0
471,CITRUS MEMORIAL HOSPITAL,104,1,1,12599,3038472.099999999,630850.5800000002,18
472,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,100,1,1,8392,3573532.6,1153815.2999999996,16
473,CITY HOSPITAL,77,1,1,4737,1004272.7600000002,519642.04,14
474,CIVISTA MEDICAL CENTER,69,1,1,2562,729838.3500000001,687534.2699999998,14
475,CJW MEDICAL CENTER,120,1,1,13853,7192453.749999997,933257.9500000003,10
476,CLAIBORNE COUNTY HOSPITAL,26,1,1,1065,275323.6499999999,125305.98999999999,7
477,CLARA MAASS MEDICAL CENTER,110,1,1,8601,5663112.279999997,936621.9100000004,16
478,CLAREMORE INDIAN HOSPITAL,1,1,1,11,8902.91,7825.73,20
479,CLAREMORE REGIONAL HOSPITAL,36,1,1,2158,590903.4500000001,153981.16999999998,7
480,CLARENDON MEMORIAL HOSPITAL,32,1,1,1630,403341.52,152728.96000000002,7
481,CLARION HOSPITAL,46,1,1,3613,252518.27999999994,172061.39000000004,7
482,CLARK MEMORIAL HOSPITAL,112,1,1,8053,2011532.8299999998,758204.9999999993,18
483,CLARK REGIONAL MEDICAL CENTER,35,1,1,5001,343527.97999999986,167510.78999999998,7
484,CLAXTON-HEPBURN MEDICAL CENTER,47,1,1,11922,320605.59999999986,197782.46,0
485,CLAY COUNTY HOSPITAL,20,1,1,687,148435.06,78745.60999999999,20
486,CLAY COUNTY MEDICAL CENTER,26,1,1,1019,212842.66999999995,112145.89000000001,7
487,CLEAR LAKE REGIONAL MEDICAL CENTER,120,1,1,12224,6331495.0299999975,929932.2399999998,10
488,CLEARFIELD HOSPITAL,44,1,1,10467,324819.15,160929.60999999993,7
489,CLEVELAND CLINIC,123,1,1,377234,4653233.86,1198120.1600000004,8
490,CLEVELAND CLINIC HOSPITAL,70,1,1,4077,1835696.1300000001,465701.23000000004,14
491,CLEVELAND REGIONAL MEDICAL CENTER,91,1,1,11368,1871850.0599999994,667778.2200000001,1
492,CLEVELAND REGIONAL MEDICAL CTR,23,1,1,712,1018805.7699999998,119459.65000000001,7
493,CLIFTON SPRINGS HOSPITAL AND CLINIC,31,1,1,4364,179858.69,99491.45999999999,7
494,CLINCH VALLEY MEDICAL CENTER,59,1,1,3925,1008051.6700000003,253802.58999999997,0
495,"CLINTON COUNTY HOSPITAL, INC",29,1,1,878,201404.06000000003,112587.19000000002,7
496,CLINTON HOSPITAL ASSOCIATION,21,1,1,1564,185966.99999999997,61578.61000000001,20
497,CLINTON MEMORIAL HOSPITAL,63,1,1,7971,469728.86,351304.26999999996,0
498,CLOVIS COMMUNITY MEDICAL CENTER,42,1,1,1411,1586792.2800000003,417216.5,0
499,COALINGA REGIONAL MEDICAL CENTER,4,1,1,87,12142.220000000001,9967.97,20
500,COAST PLAZA HOSPITAL,24,1,1,514,656861.48,206827.5700000001,7
501,COASTAL CAROLINA HOSPITAL,29,1,1,1871,318797.23,99780.93000000001,7
502,COASTAL COMMUNITIES HOSPITAL,15,1,1,445,484788.42,115082.26,20
503,COBB MEMORIAL HOSPITAL,21,1,1,668,185030.53,104182.86999999998,20
504,COBLESKILL REGIONAL HOSPITAL,15,1,1,884,55453.09000000001,40991.75000000001,20
505,COFFEE REGIONAL MEDICAL CENTER,67,1,1,3169,1037002.4599999998,321967.25000000006,14
506,COFFEY COUNTY HOSPITAL,21,1,1,976,97138.15999999999,83922.5,20
507,COFFEYVILLE REGIONAL MEDICAL CENTER,45,1,1,4169,402753.7699999999,192134.83999999997,7
508,COGDELL MEMORIAL HOSPITAL,16,1,1,500,101891.03,51153.679999999986,20
509,COLISEUM MEDICAL CENTER,91,1,1,4041,3020768.450000001,743870.5899999999,18
510,COLISEUM NORTHSIDE HOSPITAL,45,1,1,1611,931377.8400000001,232371.19,0
511,COLLEGE HOSPITAL COSTA MESA,2,1,1,263,42975.58,16835.58,20
512,COLLEGE STATION MEDICAL CENTER,71,1,1,4724,3195629.6700000013,463222.9599999999,1
513,COLLETON MEDICAL CENTER,49,1,1,3382,1026786.35,268574.18,0
514,COLORADO FAYETTE MEDICAL CENTER,25,1,1,804,181215.17,127366.09999999999,7
515,COLORADO PLAINS MEDICAL CENTER,22,1,1,1357,306480.75,86300.91000000002,7
516,COLQUITT REGIONAL MEDICAL CENTER,51,1,1,6396,558864.3200000002,260686.52999999997,0
517,COLUMBIA HOSPITAL,43,1,1,1617,1772991.9400000004,264782.3800000001,0
518,COLUMBIA MEMORIAL HOSPITAL,65,1,1,10866,634738.9899999999,307514.7499999998,0
519,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",84,1,1,24191,1692063.7200000007,478536.1199999998,1
520,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),90,1,1,68592,2253832.6099999994,754022.9000000001,12
521,COLUMBUS COMMUNITY HOSPITAL,44,2,2,3731,567632.23,340479.95,11
522,COLUMBUS REGIONAL HEALTHCARE SYSTEM,73,1,1,6022,1053931.1099999999,477641.8299999999,14
523,COLUMBUS REGIONAL HOSPITAL,90,1,1,14266,1477140.0699999998,613328.1399999998,1
524,COLUSA REGIONAL MEDICAL CENTER,20,1,1,1029,227186.93000000005,84881.44,20
525,COMANCHE COUNTY MEDICAL CENTER,26,1,1,1128,199527.09999999998,88539.88999999998,7
526,COMANCHE COUNTY MEMORIAL HOSPITAL,105,1,1,6670,2408726.840000001,780807.7600000002,18
527,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,21,1,1,728,702665.0000000001,176442.93000000002,7
528,COMMUNITY GENERAL HOSPITAL,2,1,1,47,3138.56,3689.59,20
529,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,52,1,1,4925,632409.5499999998,275990.9999999999,0
530,COMMUNITY HOSPITAL,121,4,4,24533,3506520.079999999,1129570.9899999998,2
531,COMMUNITY HOSPITAL EAST,89,1,1,20679,2013279.8700000003,682706.1900000001,1
532,COMMUNITY HOSPITAL INC,23,1,1,746,174127.63,110259.89,7
533,COMMUNITY HOSPITAL NORTH,81,1,1,5933,1886392.4499999997,617507.4900000001,1
534,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,78,1,1,12811,1083424.68,395763.76,14
535,COMMUNITY HOSPITAL OF LONG BEACH,23,1,1,567,1109019.1900000002,140668.05000000005,7
536,COMMUNITY HOSPITAL OF SAN BERNARDINO,37,1,1,1042,1986798.9000000001,419442.25000000006,0
537,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,107,1,1,8780,6040097.5600000005,1333794.4399999997,10
538,COMMUNITY HOSPITAL SOUTH,82,1,1,6156,2021044.9799999997,588686.1600000004,1
539,COMMUNITY HOSPITALS AND WELLNESS CENTERS,37,1,1,1682,393968.6199999999,191436.3500000001,7
540,COMMUNITY MEDICAL CENTER,120,2,2,21830,8158927.369999999,1575759.4800000014,5
541,COMMUNITY MEDICAL CENTER INC,36,1,1,3547,575562.3499999999,261696.66000000003,7
542,COMMUNITY MEM HSPTL,85,1,1,8140,1474623.8299999998,506936.31,14
543,"COMMUNITY MEMORIAL HEALTHCENTER, INC",62,1,1,4592,987551.14,297187.79000000004,0
544,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,85,1,1,4157,4983653.640000001,745125.7899999998,18
545,"COMMUNITY MEMORIAL HOSPITAL, INC",24,1,1,2889,234353.50999999995,116903.84000000001,7
546,COMMUNITY REGIONAL MEDICAL CENTER,108,1,1,18567,4147879.929999999,1298496.0300000003,16
547,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE,47,1,1,2292,663575.2400000001,284745.3400000001,0
548,CONCORD HOSPITAL,110,1,1,73804,2253463.779999998,751940.7100000003,12
549,CONEMAUGH VALLEY MEMORIAL HOSPITAL,111,1,1,13456,2002148.7199999997,851026.1199999999,18
550,CONEY ISLAND HOSPITAL,71,1,1,3459,1478837.16,1202791.2199999995,1
551,CONNALLY MEMORIAL MEDICAL CENTER,29,1,1,1749,271462.82000000007,101105.51000000001,7
552,CONROE REGIONAL MEDICAL CENTER,107,1,1,8657,5895222.239999998,849617.6800000002,16
553,CONTRA COSTA REGIONAL MEDICAL CENTER,29,1,1,1269,721651.4699999996,393259.6,0
